N;Класс_id;Класс;Спек_id;Специализация;Роль;Ресурс;Ресурс2;HP_героя;ATK_героя;DEF_героя;Speed_героя;Слот;skill_id;Название_RU;Название_EN;Иконка;type;type_RU;power;cost;gen;cost_sec;gen_sec;руны;gen_runic;cd_ходы;spellId_WoW;Описание_сейчас;Что_даёт_сейчас;NEW_power;NEW_cost;NEW_gen;NEW_cost_sec;NEW_gen_sec;NEW_cd;NEW_type;NEW_описание;Флаг;Комментарий
60;hunter;Охотник;beast_mastery;Повелитель зверей;Боец (DPS);Концентрация;;100;16;3;12;4;kill_shot;Убийственный выстрел;Kill Shot;💀;damage;Урон (одна цель);46266;15;0;0;0;;0;2;53351;Добивание ≤35%.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.9 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −15 Концентрация | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
61;hunter;Охотник;beast_mastery;Повелитель зверей;Боец (DPS);Концентрация;;100;16;3;12;5;multi;Залп;Multi-Shot;🏹;aoe;Урон по области (все враги);0.8;35;0;0;0;;0;0;2643;Расход 35 — по области.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.8 | Ресурс: −35 Концентрация | Перезарядка: нет (0);;;;;;;;;;Пока без изм
62;hunter;Охотник;beast_mastery;Повелитель зверей;Боец (DPS);Концентрация;;100;16;3;12;6;bestial;Звериный гнев;Bestial Wrath;😤;buff;Бафф (усиление);0.3;0;0;0;0;;0;4;19574;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 4 ход(а/ов)";;;;;;;;;;Пока без изм
63;hunter;Охотник;beast_mastery;Повелитель зверей;Боец (DPS);Концентрация;;100;16;3;12;7;rapid;Быстрая стрельба;Rapid Fire;💨;buff;Бафф (усиление);0.25;0;0;0;0;;0;5;3045;+атака (перезарядка).;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.25) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
64;hunter;Охотник;beast_mastery;Повелитель зверей;Боец (DPS);Концентрация;;100;16;3;12;8;serpent;Укус змеи;Serpent Sting;🐍;dot;Урон со временем (DoT);0.6;20;0;0;0;;0;2;1978;Расход 20 — периодический урон.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.6 (тик от ATK) | Ресурс: −20 Концентрация | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
65;hunter;Охотник;beast_mastery;Повелитель зверей;Боец (DPS);Концентрация;;100;16;3;12;9;dire;Зверь;Dire Beast;🐻;damage;Урон (одна цель);46143;0;12;0;0;;0;2;120679;Талант: урон + зверь, +12 концентрации.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.05 (модификаторы крита/мастерства/vers/баффы) | Ресурс: +12 Концентрация | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
66;hunter;Охотник;marksmanship;Стрельба;Боец (DPS);Концентрация;;98;17;3;12;1;chimera;Выстрел химеры;Chimera Shot;🐲;damage;Урон (одна цель);20090;40;0;0;0;;0;2;53209;Главный расход концентрации.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.55 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −40 Концентрация | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
67;hunter;Охотник;marksmanship;Стрельба;Боец (DPS);Концентрация;;98;17;3;12;2;steady;Верный выстрел;Steady Shot;➡️;damage;Урон (одна цель);0.75;0;18;0;0;;0;0;56641;Генератор: +18 концентрации.;Тип: Урон (одна цель) | Урон ≈ ATK × 0.75 (модификаторы крита/мастерства/vers/баффы) | Ресурс: +18 Концентрация | Перезарядка: нет (0);;;;;;;;;;Пока без изм
68;hunter;Охотник;marksmanship;Стрельба;Боец (DPS);Концентрация;;98;17;3;12;3;aimed;Прицельный выстрел;Aimed Shot;🎯;damage;Урон (одна цель);46204;45;0;0;0;;0;0;19434;Дорогой сильный удар.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.7 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −45 Концентрация | Перезарядка: нет (0);;;;;;;;;;Пока без изм
69;hunter;Охотник;marksmanship;Стрельба;Боец (DPS);Концентрация;;98;17;3;12;4;arcane;Чародейский выстрел;Arcane Shot;💜;damage;Урон (одна цель);45658;25;0;0;0;;0;0;3044;Расход 25 — заполнитель.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.25 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −25 Концентрация | Перезарядка: нет (0);;;;;;;;;;Пока без изм
70;hunter;Охотник;marksmanship;Стрельба;Боец (DPS);Концентрация;;98;17;3;12;5;kill_shot;Убийственный выстрел;Kill Shot;💀;damage;Урон (одна цель);46266;15;0;0;0;;0;2;53351;Добивание ≤35%.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.9 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −15 Концентрация | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
71;hunter;Охотник;marksmanship;Стрельба;Боец (DPS);Концентрация;;98;17;3;12;6;multi;Залп;Multi-Shot;🏹;aoe;Урон по области (все враги);0.8;35;0;0;0;;0;0;2643;По области.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.8 | Ресурс: −35 Концентрация | Перезарядка: нет (0);;;;;;;;;;Пока без изм
72;hunter;Охотник;marksmanship;Стрельба;Боец (DPS);Концентрация;;98;17;3;12;7;rapid;Быстрая стрельба;Rapid Fire;💨;buff;Бафф (усиление);0.3;0;0;0;0;;0;5;3045;#ИМЯ?;"Тип: Бафф (усиление) | Бафф: величина эффекта часто = power (0.3) — см. описание; длительность в бою по правилам type=buff | Перезарядка: 5 ход(а/ов)";;;;;;;;;;Пока без изм
73;hunter;Охотник;marksmanship;Стрельба;Боец (DPS);Концентрация;;98;17;3;12;8;serpent;Укус змеи;Serpent Sting;🐍;dot;Урон со временем (DoT);0.6;20;0;0;0;;0;2;1978;Периодический урон.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.6 (тик от ATK) | Ресурс: −20 Концентрация | Перезарядка: 2 ход(а/ов);;;;;;;;;;Пока без изм
74;hunter;Охотник;survival;Выживание;Боец (DPS);Концентрация;;102;16;4;12;1;explosive;Разрывной выстрел;Explosive Shot;💣;damage;Урон (одна цель);46143;25;0;0;0;;0;1;53301;Главный расход концентрации.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.5 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −25 Концентрация | Перезарядка: 1 ход(а/ов);;;;;;;;;;Пока без изм
75;hunter;Охотник;survival;Выживание;Боец (DPS);Концентрация;;102;16;4;12;2;cobra;Выстрел кобры;Cobra Shot;🐍;damage;Урон (одна цель);0.8;0;18;0;0;;0;0;77767;Генератор: +18 концентрации.;Тип: Урон (одна цель) | Урон ≈ ATK × 0.8 (модификаторы крита/мастерства/vers/баффы) | Ресурс: +18 Концентрация | Перезарядка: нет (0);;;;;;;;;;Пока без изм
76;hunter;Охотник;survival;Выживание;Боец (DPS);Концентрация;;102;16;4;12;3;arcane;Чародейский выстрел;Arcane Shot;💜;damage;Урон (одна цель);45658;25;0;0;0;;0;0;3044;Расход 25.;Тип: Урон (одна цель) | Урон ≈ ATK × 1.25 (модификаторы крита/мастерства/vers/баффы) | Ресурс: −25 Концентрация | Перезарядка: нет (0);;;;;;;;;;Пока без изм
77;hunter;Охотник;survival;Выживание;Боец (DPS);Концентрация;;102;16;4;12;4;black_arrow;Чёрная стрела;Black Arrow;🖤;dot;Урон со временем (DoT);0.8;30;0;0;0;;0;3;3674;Сильный DoT.;Тип: Урон со временем (DoT) | DoT: суммарный/тиковый урон завязан на power=0.8 (тик от ATK) | Ресурс: −30 Концентрация | Перезарядка: 3 ход(а/ов);;;;;;;;;;Пока без изм
78;hunter;Охотник;survival;Выживание;Боец (DPS);Концентрация;;102;16;4;12;5;multi;Залп;Multi-Shot;🏹;aoe;Урон по области (все враги);0.85;35;0;0;0;;0;0;2643;По области.;Тип: Урон по области (все враги) | Урон по каждому врагу ≈ ATK × 0.85 | Ресурс: −35 Концентрация | Перезарядка: нет (0);;;;;;;;;;Пока без изм
